Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
STIM2_HUMAN,0.508,0.68,0.444,0.96,0.111,0.109,0.927037,25,27,52
VANG1_HUMAN,0.501,0.48,0.741,0.96,0.074,0.006,1.0,25,27,52
IL6RA_HUMAN,0.5,0.533,0.636,0.967,0.136,0.087,1.0,30,22,52
AP1S3_HUMAN,0.88,0.892,0.929,0.973,0.214,0.645,3.4e-05,37,14,51
CEP55_HUMAN,0.843,0.85,0.727,0.95,0.455,0.998,0.000568,40,11,51
RASF8_HUMAN,0.843,1.0,0.75,1.0,0.75,-0.718,0.000137,15,36,51
UNG_HUMAN,0.809,0.676,0.857,1.0,0.143,0.828,0.000761,37,14,51
TP8L3_HUMAN,0.798,0.864,0.621,0.955,0.345,-1.154,0.000313,22,29,51
THNS1_HUMAN,0.779,0.625,0.886,1.0,0.171,-0.869,0.001596,16,35,51
EMC5_HUMAN,0.778,0.667,0.879,1.0,0.0,-0.586,0.001185,18,33,51
FRMD6_HUMAN,0.748,0.6,0.889,1.0,0.056,-0.588,0.005784,15,36,51
E41LA_HUMAN,0.743,0.76,0.731,0.96,0.154,-0.589,0.003001,25,26,51
GBG4_HUMAN,0.721,0.625,0.886,1.0,0.0,-0.78,0.012175,16,35,51
KLDC2_HUMAN,0.721,0.7,0.762,0.967,0.333,0.445,0.008031,30,21,51
HGNAT_HUMAN,0.714,0.72,0.654,0.96,0.308,-0.645,0.009064,25,26,51
C2C2L_HUMAN,0.698,0.571,0.867,0.952,0.233,-1.037,0.017181,21,30,51
ACD_HUMAN,0.686,0.829,0.562,1.0,0.062,0.412,0.035637,35,16,51
ECHD3_HUMAN,0.679,0.688,0.8,1.0,0.057,-0.395,0.043399,16,35,51
PPOX_HUMAN,0.676,0.625,0.778,0.958,0.074,-0.51,0.032202,24,27,51
GPI8_HUMAN,0.674,0.571,0.865,1.0,0.0,-0.447,0.058883,14,37,51
TLRN1_HUMAN,0.674,0.773,0.586,0.955,0.345,-0.487,0.035592,22,29,51
CEP20_HUMAN,0.67,0.467,0.905,1.0,0.048,0.433,0.04152,30,21,51
ZBTB2_HUMAN,0.667,0.481,0.875,0.963,0.208,0.463,0.042493,27,24,51
HAUS7_HUMAN,0.658,0.842,0.538,1.0,0.077,0.352,0.093925,38,13,51
IRF8_HUMAN,0.656,0.632,0.812,1.0,0.0,-0.191,0.065612,19,32,51
HPS1_HUMAN,0.65,0.688,0.684,1.0,0.0,0.213,0.077878,32,19,51
NDNF_HUMAN,0.628,0.471,0.853,1.0,0.0,-0.152,0.141933,17,34,51
EEPD1_HUMAN,0.622,0.641,0.75,1.0,0.083,0.268,0.209614,39,12,51
ADCY3_HUMAN,0.62,0.5,0.943,1.0,0.0,-0.033,0.177033,16,35,51
FBX28_HUMAN,0.609,0.686,0.625,1.0,0.0,0.178,0.219392,35,16,51
RHPN1_HUMAN,0.605,0.76,0.538,0.96,0.077,0.224,0.203426,25,26,51
ZBT10_HUMAN,0.605,0.886,0.375,0.971,0.188,0.406,0.235012,35,16,51
TATD2_HUMAN,0.603,0.727,0.517,0.955,0.103,-0.196,0.212868,22,29,51
PKDCC_HUMAN,0.598,0.81,0.4,0.952,0.1,-0.409,0.239177,21,30,51
SRR_HUMAN,0.593,0.478,0.786,0.957,0.107,-0.289,0.260029,23,28,51
SC5A6_HUMAN,0.59,0.767,0.476,1.0,0.048,0.253,0.279541,30,21,51
FLRT3_HUMAN,0.587,0.677,0.6,0.968,0.05,0.17,0.301997,31,20,51
GNPAT_HUMAN,0.579,0.696,0.571,1.0,0.036,-0.238,0.339095,23,28,51
ARMC5_HUMAN,0.575,0.75,0.478,0.964,0.087,-0.243,0.368565,28,23,51
DYLT3_HUMAN,0.558,0.385,0.84,0.962,0.04,-0.153,0.479825,26,25,51
GSDMB_HUMAN,0.549,0.4,0.81,0.967,0.048,0.184,0.559396,30,21,51
INHBA_HUMAN,0.547,0.93,0.375,0.977,0.25,-0.157,0.693565,43,8,51
DPEP1_HUMAN,0.545,0.4,0.935,1.0,0.032,0.722,0.595731,20,31,51
BRD9_HUMAN,0.533,0.207,0.955,1.0,0.091,0.104,0.696624,29,22,51
PELI1_HUMAN,0.532,0.868,0.308,1.0,0.0,-0.093,0.737618,38,13,51
ATS9_HUMAN,0.532,0.65,0.516,0.95,0.097,0.188,0.706762,20,31,51
SESN1_HUMAN,0.531,0.2,0.962,1.0,0.038,-0.069,0.713303,25,26,51
TM199_HUMAN,0.526,0.346,0.84,0.962,0.12,0.14,0.755879,26,25,51
S39A1_HUMAN,0.517,0.148,1.0,0.963,0.083,0.096,0.842929,27,24,51
CHSS2_HUMAN,0.514,0.792,0.407,1.0,0.0,0.004,0.872561,24,27,51
SETD6_HUMAN,0.513,0.444,0.733,1.0,0.0,-0.05,0.893109,36,15,51
LOXL1_HUMAN,0.507,0.312,0.842,0.969,0.105,-0.036,0.945636,32,19,51
FBLN7_HUMAN,0.504,0.125,1.0,1.0,0.086,0.067,0.975708,16,35,51
MNT_HUMAN,0.503,0.214,1.0,1.0,0.0,-0.042,0.977347,28,23,51
LYPD3_HUMAN,0.502,0.655,0.455,1.0,0.0,0.1,0.992413,29,22,51
EAA3_HUMAN,0.813,0.905,0.655,0.952,0.586,-0.942,0.000188,21,29,50
OTULL_HUMAN,0.787,0.667,0.886,1.0,0.029,-1.004,0.001496,15,35,50
ARH38_HUMAN,0.757,0.5,0.938,0.971,0.375,0.675,0.003717,34,16,50
NAV2_HUMAN,0.753,0.929,0.625,0.952,0.5,0.747,0.023258,42,8,50
ZN217_HUMAN,0.733,0.686,0.8,0.971,0.267,0.532,0.009801,35,15,50
HPLN1_HUMAN,0.729,0.583,1.0,1.0,0.0,0.92,0.32,48,2,50
KGP2_HUMAN,0.721,0.556,0.913,1.0,0.0,0.533,0.007659,27,23,50
KHDR2_HUMAN,0.711,0.692,0.811,1.0,0.054,-0.529,0.025493,13,37,50
P5CR1_HUMAN,0.707,0.457,0.933,1.0,0.067,0.623,0.022232,35,15,50
SYDM_HUMAN,0.703,0.619,0.793,0.952,0.138,-0.641,0.015619,21,29,50
LLPH_HUMAN,0.683,0.429,1.0,1.0,0.0,-0.509,0.027899,28,22,50
SOX9_HUMAN,0.682,0.765,0.625,1.0,0.0,0.457,0.040508,34,16,50
PAK6_HUMAN,0.675,0.875,0.444,1.0,0.111,0.457,0.042231,32,18,50
HXB8_HUMAN,0.673,0.538,0.792,1.0,0.083,0.564,0.036845,26,24,50
RT22_HUMAN,0.671,0.652,0.667,0.957,0.074,-0.464,0.039083,23,27,50
RIPR2_HUMAN,0.667,0.435,0.889,1.0,0.0,0.29,0.044972,23,27,50
TECT3_HUMAN,0.659,0.455,0.893,0.955,0.214,-0.452,0.056709,22,28,50
VATC2_HUMAN,0.652,0.533,0.85,0.967,0.05,0.399,0.073106,30,20,50
SRBP2_HUMAN,0.651,0.769,0.583,1.0,0.042,0.523,0.069429,26,24,50
PEX3_HUMAN,0.64,0.52,0.8,0.96,0.08,-0.505,0.091402,25,25,50
MAP6_HUMAN,0.634,0.556,0.719,1.0,0.0,-0.27,0.122065,18,32,50
ENTP4_HUMAN,0.629,0.56,0.84,1.0,0.12,0.503,0.120608,25,25,50
RCBT1_HUMAN,0.616,0.81,0.483,0.952,0.103,-0.218,0.168845,21,29,50
KAISO_HUMAN,0.611,0.75,0.571,0.972,0.071,-0.217,0.230459,36,14,50
ATPF2_HUMAN,0.607,0.636,0.679,0.955,0.107,-0.278,0.200497,22,28,50
DHX34_HUMAN,0.604,0.686,0.6,1.0,0.0,-0.237,0.252958,35,15,50
TIM_HUMAN,0.603,0.55,0.8,0.95,0.1,0.172,0.325967,40,10,50
CEAM6_HUMAN,0.6,0.44,0.88,1.0,0.0,0.563,0.228985,25,25,50
QCR6_HUMAN,0.596,0.478,0.741,0.957,0.074,-0.306,0.250783,23,27,50
TF3C6_HUMAN,0.593,0.27,1.0,1.0,0.0,0.181,0.330472,37,13,50
EBP_HUMAN,0.587,0.263,0.968,1.0,0.032,-0.296,0.308043,19,31,50
USF1_HUMAN,0.586,0.424,0.882,1.0,0.0,0.226,0.325594,33,17,50
MCL1_HUMAN,0.586,0.794,0.438,0.971,0.062,0.225,0.333508,34,16,50
TPRN_HUMAN,0.586,0.273,1.0,1.0,0.0,0.201,0.325594,33,17,50
PDLI3_HUMAN,0.554,0.643,0.591,1.0,0.045,0.028,0.525309,28,22,50
RM39_HUMAN,0.553,0.905,0.276,0.952,0.069,-0.198,0.529353,21,29,50
ZNF8_HUMAN,0.552,0.645,0.579,0.968,0.053,0.083,0.548766,31,19,50
XPA_HUMAN,0.552,0.762,0.414,0.952,0.069,-0.201,0.5423,21,29,50
GPTC2_HUMAN,0.545,0.258,1.0,1.0,0.0,0.137,0.603299,31,19,50
NALD2_HUMAN,0.54,0.3,0.925,1.0,0.0,0.202,0.706969,10,40,50
SI1L2_HUMAN,0.539,0.526,0.667,1.0,0.0,0.037,0.690983,38,12,50
TAF10_HUMAN,0.522,0.378,0.846,1.0,0.077,0.121,0.824957,37,13,50
ZN131_HUMAN,0.518,0.318,0.893,1.0,0.0,-0.096,0.837406,22,28,50
AMFR_HUMAN,0.508,0.4,0.8,1.0,0.0,0.007,0.928992,20,30,50
OLR1_HUMAN,0.506,0.576,0.647,0.97,0.059,0.138,0.951009,33,17,50
DHX33_HUMAN,0.506,0.71,0.474,0.968,0.105,-0.014,0.952187,31,19,50
ATP6_HUMAN,0.503,0.6,0.629,1.0,0.029,-0.024,0.98311,15,35,50
LORF1_HUMAN,0.883,0.872,1.0,1.0,0.0,1.179,0.071429,47,2,49
TSH3_HUMAN,0.849,0.909,0.763,1.0,0.632,-0.774,0.00049,11,38,49
PAR6G_HUMAN,0.832,0.773,0.889,0.955,0.37,-0.874,7.8e-05,22,27,49
DCOR_HUMAN,0.794,0.763,0.727,1.0,0.273,0.852,0.003332,38,11,49
UBN2_HUMAN,0.786,0.771,0.857,0.971,0.143,0.682,0.00202,35,14,49
PTGR3_HUMAN,0.784,0.875,0.606,1.0,0.333,-0.766,0.001436,16,33,49
ADCY9_HUMAN,0.778,0.692,0.778,1.0,0.389,-0.621,0.003361,13,36,49
MAIP1_HUMAN,0.766,0.864,0.593,0.955,0.296,0.577,0.001546,22,27,49
AR13B_HUMAN,0.757,0.5,1.0,0.95,0.241,-0.686,0.002521,20,29,49
CA021_HUMAN,0.714,0.632,0.833,1.0,0.067,-0.591,0.012662,19,30,49
TGIF1_HUMAN,0.698,0.543,0.929,1.0,0.0,0.446,0.032706,35,14,49
FGFP2_HUMAN,0.685,0.44,0.875,0.96,0.25,0.529,0.027105,25,24,49
TSR3_HUMAN,0.678,0.649,0.75,1.0,0.0,0.278,0.067988,37,12,49
CE290_HUMAN,0.677,0.826,0.462,0.957,0.308,-0.293,0.034556,23,26,49
NSA2_HUMAN,0.674,0.433,0.895,1.0,0.0,0.479,0.043261,30,19,49
SRSF8_HUMAN,0.667,0.833,0.44,1.0,0.12,-0.465,0.046591,24,25,49
KMT2B_HUMAN,0.665,0.848,0.5,0.97,0.188,0.306,0.065156,33,16,49
GFPT2_HUMAN,0.65,0.708,0.64,1.0,0.04,0.261,0.073454,24,25,49
AT11B_HUMAN,0.635,0.708,0.68,0.958,0.04,-0.253,0.107398,24,25,49
X3CL1_HUMAN,0.631,0.781,0.529,1.0,0.118,0.545,0.138661,32,17,49
TERF1_HUMAN,0.628,0.6,0.667,1.0,0.083,-0.342,0.126017,25,24,49
GTPB6_HUMAN,0.611,0.579,0.733,1.0,0.0,-0.464,0.199677,19,30,49
S35A1_HUMAN,0.604,0.526,0.733,1.0,0.0,-0.123,0.229986,19,30,49
DSG3_HUMAN,0.593,0.95,0.276,0.95,0.276,0.498,0.276466,20,29,49
RM37_HUMAN,0.588,0.467,0.765,1.0,0.059,-0.29,0.334374,15,34,49
TIMP3_HUMAN,0.585,0.391,0.923,1.0,0.115,-0.416,0.311687,23,26,49
KNOP1_HUMAN,0.585,0.333,0.938,1.0,0.125,0.282,0.342751,33,16,49
NUF2_HUMAN,0.582,0.909,0.6,1.0,0.2,0.254,0.574109,44,5,49
TREA_HUMAN,0.579,0.621,0.65,1.0,0.05,0.441,0.354676,29,20,49
DDR2_HUMAN,0.575,0.615,0.667,1.0,0.028,-0.232,0.434643,13,36,49
RM38_HUMAN,0.572,0.593,0.636,1.0,0.0,-0.129,0.392949,27,22,49
WRP73_HUMAN,0.572,0.697,0.562,1.0,0.0,0.143,0.423999,33,16,49
CD226_HUMAN,0.569,0.478,0.731,0.957,0.077,-0.175,0.417163,23,26,49
ESCO1_HUMAN,0.567,0.517,0.9,1.0,0.0,-0.263,0.433531,29,20,49
KDM2B_HUMAN,0.561,0.214,0.952,1.0,0.0,-0.134,0.473246,28,21,49
SC5A1_HUMAN,0.56,0.565,0.615,0.957,0.077,0.284,0.476969,23,26,49
MTFR1_HUMAN,0.553,0.857,0.357,1.0,0.0,0.112,0.572517,35,14,49
NDUF3_HUMAN,0.553,0.312,0.939,1.0,0.03,-0.151,0.557673,16,33,49
ZN503_HUMAN,0.538,0.586,0.55,1.0,0.0,-0.095,0.661857,29,20,49
DJC12_HUMAN,0.537,0.357,0.914,1.0,0.057,0.268,0.698535,14,35,49
SET1B_HUMAN,0.535,0.731,0.478,0.962,0.043,-0.005,0.681303,26,23,49
MA7D3_HUMAN,0.533,0.885,0.261,0.962,0.087,-0.126,0.696055,26,23,49
MAPK5_HUMAN,0.53,0.182,1.0,0.97,0.062,0.081,0.741052,33,16,49
RN167_HUMAN,0.524,0.679,0.524,0.964,0.143,-0.027,0.785052,28,21,49
F162A_HUMAN,0.52,0.12,1.0,0.96,0.125,0.166,0.818092,25,24,49
S27A3_HUMAN,0.519,0.364,0.852,1.0,0.037,0.045,0.832842,22,27,49
TSG6_HUMAN,0.512,0.579,0.636,1.0,0.0,0.099,0.914132,38,11,49
STN1_HUMAN,0.507,0.875,0.28,0.958,0.12,0.018,0.944194,24,25,49
BUB1B_HUMAN,0.889,0.822,1.0,1.0,0.0,1.107,0.02012,45,3,48
HELLS_HUMAN,0.875,0.649,1.0,0.973,0.364,1.018,0.000193,37,11,48
PNM8B_HUMAN,0.86,1.0,0.744,1.0,0.744,-0.842,0.000874,9,39,48
TPX2_HUMAN,0.791,0.814,0.8,1.0,0.4,0.98,0.033355,43,5,48
SRPX_HUMAN,0.767,0.857,0.618,1.0,0.088,-0.672,0.004113,14,34,48
D19L3_HUMAN,0.755,0.889,0.59,1.0,0.359,-0.865,0.018729,9,39,48
ASB9_HUMAN,0.749,0.829,0.692,1.0,0.0,0.584,0.008752,35,13,48
DJC11_HUMAN,0.737,0.476,0.926,0.952,0.185,-0.672,0.005355,21,27,48
AP5S1_HUMAN,0.727,0.607,0.85,0.964,0.25,0.438,0.00816,28,20,48
MMAB_HUMAN,0.706,0.842,0.552,1.0,0.241,-0.547,0.017205,19,29,48
PIGU_HUMAN,0.675,0.8,0.576,1.0,0.0,-0.433,0.055763,15,33,48
HMCN2_HUMAN,0.667,0.407,1.0,0.963,0.095,-0.455,0.050752,27,21,48
MKS1_HUMAN,0.666,0.731,0.591,0.962,0.136,0.487,0.050541,26,22,48
ARI3A_HUMAN,0.662,0.756,0.714,1.0,0.0,0.485,0.183143,41,7,48
EMC10_HUMAN,0.65,0.7,0.679,1.0,0.0,-0.295,0.080782,20,28,48
NDUB7_HUMAN,0.649,0.857,0.519,0.952,0.37,-0.594,0.080856,21,27,48
CF251_HUMAN,0.648,0.464,0.9,1.0,0.0,0.301,0.084482,28,20,48
RN216_HUMAN,0.637,0.857,0.481,0.952,0.259,-0.339,0.10954,21,27,48
MK10_HUMAN,0.63,0.8,0.485,1.0,0.061,-0.353,0.154579,15,33,48
FCF1_HUMAN,0.63,0.7,0.679,1.0,0.0,-0.327,0.129486,20,28,48
PR14L_HUMAN,0.625,0.389,0.917,1.0,0.0,0.01,0.202731,36,12,48
UB2J2_HUMAN,0.612,0.28,0.957,1.0,0.13,0.367,0.186566,25,23,48
MS3L1_HUMAN,0.61,0.44,0.783,1.0,0.174,-0.286,0.193544,25,23,48
NOS3_HUMAN,0.601,0.593,0.714,1.0,0.0,0.46,0.236171,27,21,48
CTND2_HUMAN,0.6,0.926,0.333,0.963,0.048,0.235,0.244493,27,21,48
RAI2_HUMAN,0.593,0.5,0.769,0.955,0.192,-0.321,0.277342,22,26,48
ZFPL1_HUMAN,0.592,0.484,0.824,1.0,0.0,0.291,0.300793,31,17,48
SULF1_HUMAN,0.587,0.833,0.5,1.0,0.167,0.414,0.512265,42,6,48
IGF2_HUMAN,0.577,0.857,0.333,1.0,0.185,0.387,0.371507,21,27,48
ARMX5_HUMAN,0.576,0.333,0.889,1.0,0.056,-0.25,0.388422,30,18,48
RM48_HUMAN,0.575,0.474,0.793,1.0,0.103,-0.256,0.387384,19,29,48
DEN1C_HUMAN,0.569,0.417,0.833,1.0,0.083,-0.064,0.415372,24,24,48
NEUL4_HUMAN,0.551,0.346,0.864,0.962,0.045,0.193,0.555384,26,22,48
CAR11_HUMAN,0.549,0.864,0.346,1.0,0.154,-0.098,0.569343,22,26,48
CD11A_HUMAN,0.545,0.593,0.571,1.0,0.0,0.003,0.603366,27,21,48
TMM47_HUMAN,0.544,0.722,0.5,1.0,0.0,0.035,0.616756,18,30,48
NAB1_HUMAN,0.543,0.391,0.8,1.0,0.0,0.047,0.620387,23,25,48
TF2H2_HUMAN,0.543,0.5,0.722,1.0,0.0,-0.062,0.631827,30,18,48
EXPH5_HUMAN,0.528,0.5,0.667,0.967,0.056,0.028,0.757481,30,18,48
CLM8_HUMAN,0.528,0.448,0.737,1.0,0.0,0.03,0.751825,29,19,48
RHG23_HUMAN,0.526,0.529,0.774,1.0,0.0,0.167,0.779293,17,31,48
UFO_HUMAN,0.521,0.636,0.538,1.0,0.0,0.062,0.811917,22,26,48
AMOL1_HUMAN,0.52,0.44,0.739,1.0,0.0,0.055,0.820413,25,23,48
UBP36_HUMAN,0.52,0.296,0.952,0.963,0.048,0.055,0.819173,27,21,48
SUCO_HUMAN,0.518,0.677,0.471,1.0,0.0,-0.014,0.846166,31,17,48
WRN_HUMAN,0.512,0.179,0.95,0.964,0.05,-0.014,0.891877,28,20,48
IBTK_HUMAN,0.501,0.939,0.267,0.97,0.067,-0.118,1.0,33,15,48
LANC3_HUMAN,0.877,0.778,0.868,1.0,0.5,-0.97,0.000512,9,38,47
MOT8_HUMAN,0.781,0.778,0.711,1.0,0.184,-1.017,0.009822,9,38,47
RM24_HUMAN,0.761,0.65,0.815,0.95,0.185,-0.856,0.002502,20,27,47
TIPIN_HUMAN,0.749,0.697,0.857,1.0,0.071,0.776,0.007733,33,14,47
S22A3_HUMAN,0.745,0.643,0.848,1.0,0.212,0.636,0.008871,14,33,47
NOL4L_HUMAN,0.725,0.667,0.786,1.0,0.0,0.554,0.016057,33,14,47
QCR10_HUMAN,0.718,0.579,0.929,1.0,0.036,-0.69,0.012287,19,28,47
CAHM5_HUMAN,0.716,0.9,0.459,1.0,0.351,-0.675,0.038781,10,37,47
KPCT_HUMAN,0.696,0.476,0.846,0.952,0.308,0.474,0.022674,21,26,47
SPR1B_HUMAN,0.69,0.421,0.964,1.0,0.0,-0.966,0.02936,19,28,47
KANL3_HUMAN,0.69,0.645,0.75,1.0,0.062,0.408,0.035805,31,16,47
CAH9_HUMAN,0.686,0.535,1.0,1.0,0.0,0.847,0.240058,43,4,47
SAM12_HUMAN,0.683,0.571,0.917,1.0,0.0,0.284,0.061984,35,12,47
UBX2A_HUMAN,0.671,0.812,0.533,1.0,0.333,0.465,0.062889,32,15,47
ST1B1_HUMAN,0.645,0.433,0.941,1.0,0.0,0.535,0.10367,30,17,47
LYPD2_HUMAN,0.623,0.5,0.81,0.962,0.095,-0.669,0.154745,26,21,47
RRP36_HUMAN,0.619,0.655,0.667,0.966,0.056,0.211,0.178338,29,18,47
STK36_HUMAN,0.619,0.758,0.571,0.97,0.071,0.226,0.204875,33,14,47
DEN1B_HUMAN,0.613,0.97,0.357,0.97,0.357,0.399,0.230918,33,14,47
NFXL1_HUMAN,0.612,0.391,0.875,0.957,0.208,-0.373,0.1906,23,24,47
GP108_HUMAN,0.611,0.444,0.828,1.0,0.034,-0.301,0.208264,18,29,47
K2C72_HUMAN,0.607,1.0,0.24,1.0,0.24,-0.485,0.212315,22,25,47
ZN363_HUMAN,0.605,0.429,0.895,1.0,0.0,0.25,0.228932,28,19,47
CHDH_HUMAN,0.592,0.467,0.812,1.0,0.094,-0.311,0.320833,15,32,47
GFOD1_HUMAN,0.592,0.643,0.579,1.0,0.053,-0.401,0.293088,28,19,47
CXCL5_HUMAN;CXCL6_HUMAN,0.589,0.37,0.85,0.963,0.1,0.649,0.306763,27,20,47
WDR46_HUMAN,0.587,0.56,0.818,0.96,0.045,-0.213,0.311202,25,22,47
SFTPD_HUMAN,0.583,0.333,0.913,0.958,0.087,0.357,0.332892,24,23,47
SENP7_HUMAN,0.575,0.385,0.857,1.0,0.048,-0.173,0.38615,26,21,47
ADA22_HUMAN,0.572,0.25,0.963,1.0,0.111,-0.32,0.407451,20,27,47
SRCN1_HUMAN,0.571,0.448,0.778,0.966,0.111,0.221,0.424418,29,18,47
FREM1_HUMAN,0.566,0.308,0.941,1.0,0.0,-0.127,0.497896,13,34,47
MED10_HUMAN,0.563,0.333,0.882,0.967,0.059,0.22,0.485539,30,17,47
KLK1_HUMAN,0.559,0.765,0.4,1.0,0.033,-0.362,0.513665,17,30,47
M3K8_HUMAN,0.54,1.0,0.136,1.0,0.136,0.113,0.646678,25,22,47
CAP7_HUMAN,0.535,0.594,0.6,1.0,0.067,0.244,0.706501,32,15,47
GGTA1_HUMAN,0.535,0.591,0.56,1.0,0.12,-0.17,0.69327,22,25,47
CLD10_HUMAN,0.533,0.75,0.407,1.0,0.0,0.052,0.706515,20,27,47
AOXA_HUMAN,0.531,0.529,0.667,1.0,0.033,0.113,0.731466,17,30,47
DEGS1_HUMAN,0.525,0.267,1.0,1.0,0.031,0.14,0.792974,15,32,47
ZN143_HUMAN,0.525,0.64,0.545,1.0,0.045,0.054,0.773484,25,22,47
CCHL_HUMAN,0.52,0.259,0.85,0.963,0.1,0.163,0.821261,27,20,47
MGAT3_HUMAN,0.517,0.737,0.464,1.0,0.143,0.071,0.853809,19,28,47
IRAG2_HUMAN,0.515,0.409,0.76,1.0,0.0,-0.122,0.872959,22,25,47
AMGO2_HUMAN,0.514,0.71,0.562,0.968,0.062,-0.115,0.883977,31,16,47
LARP6_HUMAN,0.506,0.556,0.65,1.0,0.0,0.096,0.957101,27,20,47
PRDM2_HUMAN,0.502,0.481,0.7,1.0,0.0,-0.083,0.991416,27,20,47
TAGL3_HUMAN,0.905,0.839,0.933,1.0,0.267,1.0,1.1e-05,31,15,46
MFN2_HUMAN,0.821,0.917,0.735,1.0,0.059,-0.694,0.001096,12,34,46
DEN11_HUMAN,0.8,0.9,0.688,1.0,0.438,0.774,0.000934,30,16,46
KANK4_HUMAN,0.775,0.8,0.833,1.0,0.0,1.287,0.030016,40,6,46
NUSAP_HUMAN,0.767,0.651,1.0,1.0,0.0,0.72,0.137154,43,3,46
ZBT38_HUMAN,0.758,0.889,0.571,1.0,0.25,-0.541,0.00356,18,28,46
CNDH2_HUMAN,0.757,0.811,0.778,1.0,0.111,0.278,0.018591,37,9,46
DGAT1_HUMAN,0.724,0.722,0.714,1.0,0.179,-0.632,0.011339,18,28,46
PKNX1_HUMAN,0.691,0.56,0.905,0.96,0.095,-0.533,0.027435,25,21,46
CAF1B_HUMAN,0.688,0.976,0.6,0.976,0.6,0.642,0.185866,41,5,46
RESF1_HUMAN,0.681,0.577,0.85,1.0,0.1,0.322,0.038282,26,20,46
RCOR2_HUMAN,0.669,0.677,0.733,1.0,0.067,0.61,0.067591,31,15,46
DAAF4_HUMAN,0.667,0.417,0.909,0.958,0.227,0.382,0.054339,24,22,46
AMRA1_HUMAN,0.657,0.966,0.412,0.966,0.412,0.434,0.079722,29,17,46
INT15_HUMAN,0.646,0.542,0.727,0.958,0.227,0.341,0.092524,24,22,46
ANKS6_HUMAN,0.641,0.69,0.588,0.966,0.118,-0.323,0.116358,29,17,46
TLR5_HUMAN,0.639,0.696,0.565,0.957,0.261,-0.292,0.108769,23,23,46
CNTP1_HUMAN,0.639,0.6,0.806,1.0,0.0,-0.376,0.1337,15,31,46
CAD17_HUMAN,0.625,0.536,0.833,1.0,0.0,0.309,0.159512,28,18,46
CTIP_HUMAN,0.617,0.607,0.722,0.964,0.056,0.184,0.187944,28,18,46
ENTR1_HUMAN,0.614,0.565,0.739,1.0,0.0,0.087,0.187453,23,23,46
FA8A1_HUMAN,0.611,0.471,0.828,1.0,0.034,-0.339,0.219114,17,29,46
NUD22_HUMAN,0.601,0.636,0.692,1.0,0.0,0.279,0.294171,33,13,46
POC5_HUMAN,0.583,0.833,0.375,1.0,0.062,0.166,0.362296,30,16,46
TBE_HUMAN,0.581,0.571,0.722,0.964,0.167,0.155,0.362005,28,18,46
HNF1B_HUMAN,0.579,0.308,0.9,0.962,0.05,0.264,0.369496,26,20,46
FP100_HUMAN,0.574,0.968,0.333,0.968,0.333,0.302,0.425626,31,15,46
HAX1_HUMAN,0.57,0.286,0.96,1.0,0.0,0.11,0.427255,21,25,46
SELT_HUMAN,0.566,0.647,0.586,1.0,0.0,-0.05,0.466473,17,29,46
F133B_HUMAN,0.554,0.25,1.0,1.0,0.0,0.199,0.690833,40,6,46
SAM11_HUMAN,0.547,0.56,0.619,1.0,0.095,0.177,0.596622,25,21,46
STK19_HUMAN,0.534,0.333,0.818,1.0,0.0,-0.098,0.700367,24,22,46
DDX31_HUMAN,0.52,0.741,0.421,1.0,0.0,0.029,0.823464,27,19,46
GPAA1_HUMAN,0.515,0.375,0.833,1.0,0.067,0.263,0.880835,16,30,46
MYL4_HUMAN,0.506,0.308,0.879,1.0,0.061,0.156,0.961086,13,33,46
AL14E_HUMAN,0.505,0.419,0.733,0.968,0.067,-0.044,0.962621,31,15,46
DLGP5_HUMAN,,0.0,,1.0,,,,46,0,46
DPP6_HUMAN,0.82,1.0,0.763,1.0,0.763,-0.613,0.00605,7,38,45
PDE2A_HUMAN,0.787,0.889,0.722,1.0,0.278,-0.879,0.008672,9,36,45
PAPP1_HUMAN,0.783,1.0,0.441,1.0,0.441,-0.765,0.005331,11,34,45
ERC6L_HUMAN,0.779,0.558,1.0,1.0,0.5,1.095,0.222222,43,2,45
K2C6A_MOUSE,0.772,0.621,0.875,0.966,0.25,0.981,0.002923,29,16,45
SIX4_HUMAN,0.764,0.969,0.538,0.969,0.538,0.881,0.006105,32,13,45
ZN672_HUMAN,0.731,0.467,1.0,1.0,0.0,0.372,0.012703,30,15,45
CDIN1_HUMAN,0.724,0.8,0.6,0.96,0.1,0.488,0.01087,25,20,45
SPR2A_HUMAN,0.714,0.5,0.96,0.95,0.2,-1.097,0.01499,20,25,45
KDF1_HUMAN,0.709,0.543,0.9,0.971,0.2,0.57,0.04778,35,10,45
PKHA4_HUMAN,0.7,0.704,0.722,1.0,0.0,0.557,0.025369,27,18,45
NUP42_HUMAN,0.694,0.739,0.591,0.957,0.364,-0.521,0.026842,23,22,45
RM41_HUMAN,0.69,0.652,0.773,0.957,0.409,-0.402,0.030128,23,22,45
SPIR1_HUMAN,0.686,0.545,0.913,0.955,0.13,0.456,0.033755,22,23,45
GPAT4_HUMAN,0.674,0.579,0.885,1.0,0.0,-0.424,0.049439,19,26,45
LAIR1_HUMAN,0.672,0.643,0.824,1.0,0.118,-0.462,0.056398,28,17,45
