Biomarker_1,AUC,se_97_Threshold,se_97_Sensitivity,se_97_Specificity,se_97_NPV,se_97_PPV,se_95_Threshold,se_95_Sensitivity,se_95_Specificity,se_95_NPV,se_95_PPV,max_sum_Threshold,max_sum_Sensitivity,max_sum_Specificity,max_sum_NPV,max_sum_PPV
RET7_NRDC,0.95287,0.11111,0.98039,0.71930,0.97619,0.75758,0.12121,0.96078,0.75439,0.95556,0.77778,0.52525,0.90196,0.91228,0.91228,0.90196
IMPA2_CDN2C,0.9528,0.09091,0.98077,0.61818,0.97143,0.70833,0.18182,0.96154,0.81818,0.95745,0.83333,0.37374,0.94231,0.90909,0.94340,0.90741
CDN2C_IMPA2,0.9528,0.09091,0.98077,0.61818,0.97143,0.70833,0.18182,0.96154,0.81818,0.95745,0.83333,0.37374,0.94231,0.90909,0.94340,0.90741
A4_CNRP1,0.95272,0.15152,1.00000,0.78947,1.00000,0.83099,0.22222,0.94915,0.84211,0.94118,0.86154,0.42424,0.93220,0.85965,0.92453,0.87302
CNRP1_A4,0.95272,0.15152,1.00000,0.78947,1.00000,0.83099,0.22222,0.94915,0.84211,0.94118,0.86154,0.42424,0.93220,0.85965,0.92453,0.87302
CDN2C_LDH6B,0.95266,0.0303,0.98113,0.29091,0.94118,0.57143,0.0303,0.98113,0.29091,0.94118,0.57143,0.57576,0.90566,0.96364,0.91379,0.96000
LDH6B_CDN2C,0.95266,0.0303,0.98113,0.29091,0.94118,0.57143,0.0303,0.98113,0.29091,0.94118,0.57143,0.57576,0.90566,0.96364,0.91379,0.96000
ENOA_KANK2,0.95249,0.11111,0.98214,0.67857,0.97436,0.75342,0.19192,0.94643,0.75000,0.93333,0.79104,0.57576,0.82143,0.98214,0.84615,0.97872
KANK2_ENOA,0.95249,0.11111,0.98214,0.67857,0.97436,0.75342,0.19192,0.94643,0.75000,0.93333,0.79104,0.57576,0.82143,0.98214,0.84615,0.97872
IMPA2_KANK2,0.9524,0.06061,0.98182,0.47273,0.96296,0.65060,0.24242,0.94545,0.76364,0.93333,0.80000,0.43434,0.89091,0.87273,0.88889,0.87500
KANK2_IMPA2,0.9524,0.06061,0.98182,0.47273,0.96296,0.65060,0.24242,0.94545,0.76364,0.93333,0.80000,0.43434,0.89091,0.87273,0.88889,0.87500
PRIO_FAS,0.95215,0.07071,0.98182,0.42105,0.96000,0.62069,0.26263,0.94545,0.78947,0.93750,0.81250,0.43434,0.87273,0.98246,0.88889,0.97959
FAS_PRIO,0.95215,0.07071,0.98182,0.42105,0.96000,0.62069,0.26263,0.94545,0.78947,0.93750,0.81250,0.43434,0.87273,0.98246,0.88889,0.97959
SMC2_E41L3,0.95214,0.08081,0.98214,0.46000,0.95833,0.67073,0.22222,0.94643,0.76000,0.92683,0.81538,0.46465,0.89286,0.92000,0.88462,0.92593
E41L3_SMC2,0.95214,0.08081,0.98214,0.46000,0.95833,0.67073,0.22222,0.94643,0.76000,0.92683,0.81538,0.46465,0.89286,0.92000,0.88462,0.92593
EGFR_HMCS1,0.95185,0.11111,0.98214,0.58929,0.97059,0.70513,0.22222,0.94643,0.80357,0.93750,0.82812,0.74747,0.78571,0.98214,0.82090,0.97778
HMCS1_EGFR,0.95185,0.11111,0.98214,0.58929,0.97059,0.70513,0.22222,0.94643,0.80357,0.93750,0.82812,0.74747,0.78571,0.98214,0.82090,0.97778
PRIO_CASP3,0.95183,0.0404,1.00000,0.35088,1.00000,0.59783,0.27273,0.94545,0.78947,0.93750,0.81250,0.36364,0.87273,0.91228,0.88136,0.90566
CASP3_PRIO,0.95183,0.0404,1.00000,0.35088,1.00000,0.59783,0.27273,0.94545,0.78947,0.93750,0.81250,0.36364,0.87273,0.91228,0.88136,0.90566
CA2D1_ESRP1,0.95165,0.07071,0.98148,0.44444,0.96000,0.63855,0.08081,0.96296,0.51852,0.93333,0.66667,0.70707,0.83333,0.98148,0.85484,0.97826
ESRP1_CA2D1,0.95165,0.07071,0.98148,0.44444,0.96000,0.63855,0.08081,0.96296,0.51852,0.93333,0.66667,0.70707,0.83333,0.98148,0.85484,0.97826
PRIO_IDE,0.95152,0.08081,0.98182,0.49123,0.96552,0.65060,0.25253,0.94545,0.68421,0.92857,0.74286,0.39394,0.89091,0.92982,0.89831,0.92453
IDE_PRIO,0.95152,0.08081,0.98182,0.49123,0.96552,0.65060,0.25253,0.94545,0.68421,0.92857,0.74286,0.39394,0.89091,0.92982,0.89831,0.92453
LDH6B_EPDR1,0.9514,0.08081,0.98182,0.52727,0.96667,0.67500,0.25253,0.94545,0.76364,0.93333,0.80000,0.42424,0.92727,0.89091,0.92453,0.89474
EPDR1_LDH6B,0.9514,0.08081,0.98182,0.52727,0.96667,0.67500,0.25253,0.94545,0.76364,0.93333,0.80000,0.42424,0.92727,0.89091,0.92453,0.89474
PRIO_LDH6B,0.95139,0.0404,0.98148,0.28571,0.94118,0.56989,0.06061,0.96296,0.41071,0.92000,0.61176,0.35354,0.92593,0.91071,0.92727,0.90909
LDH6B_PRIO,0.95139,0.0404,0.98148,0.28571,0.94118,0.56989,0.06061,0.96296,0.41071,0.92000,0.61176,0.35354,0.92593,0.91071,0.92727,0.90909
AL1L1_G6PI,0.95127,0.07071,0.98148,0.49123,0.96552,0.64634,0.10101,0.96296,0.59649,0.94444,0.69333,0.33333,0.90741,0.87719,0.90909,0.87500
G6PI_AL1L1,0.95127,0.07071,0.98148,0.49123,0.96552,0.64634,0.10101,0.96296,0.59649,0.94444,0.69333,0.33333,0.90741,0.87719,0.90909,0.87500
EGLN_FAS,0.95123,0.07071,0.96610,0.45614,0.92857,0.64773,0.09091,0.94915,0.50877,0.90625,0.66667,0.37374,0.91525,0.96491,0.91667,0.96429
FAS_EGLN,0.95123,0.07071,0.96610,0.45614,0.92857,0.64773,0.09091,0.94915,0.50877,0.90625,0.66667,0.37374,0.91525,0.96491,0.91667,0.96429
A4_EPDR1,0.95121,0.11111,0.98214,0.66071,0.97368,0.74324,0.22222,0.94643,0.83929,0.94000,0.85484,0.33333,0.92857,0.87500,0.92453,0.88136
EPDR1_A4,0.95121,0.11111,0.98214,0.66071,0.97368,0.74324,0.22222,0.94643,0.83929,0.94000,0.85484,0.33333,0.92857,0.87500,0.92453,0.88136
PGRC1_NRDC,0.95106,0.20202,0.98246,0.75439,0.97727,0.80000,0.22222,0.96491,0.78947,0.95745,0.82090,0.22222,0.96491,0.78947,0.95745,0.82090
NRDC_PGRC1,0.95106,0.20202,0.98246,0.75439,0.97727,0.80000,0.22222,0.96491,0.78947,0.95745,0.82090,0.22222,0.96491,0.78947,0.95745,0.82090
PGFRB_JUPI1,0.95106,0.07071,0.98214,0.42593,0.95833,0.63953,0.11111,0.94643,0.61111,0.91667,0.71622,0.72727,0.83929,1.00000,0.85714,1.00000
JUPI1_PGFRB,0.95106,0.07071,0.98214,0.42593,0.95833,0.63953,0.11111,0.94643,0.61111,0.91667,0.71622,0.72727,0.83929,1.00000,0.85714,1.00000
PGRC1_LYPA1,0.951,0.16162,0.96552,0.71930,0.95349,0.77778,0.21212,0.94828,0.77193,0.93617,0.80882,0.74747,0.79310,0.96491,0.82090,0.95833
LYPA1_PGRC1,0.951,0.16162,0.96552,0.71930,0.95349,0.77778,0.21212,0.94828,0.77193,0.93617,0.80882,0.74747,0.79310,0.96491,0.82090,0.95833
LYPA1_RET7,0.95074,0.13131,0.98077,0.71930,0.97619,0.76119,0.17172,0.96154,0.77193,0.95652,0.79365,0.52525,0.88462,0.94737,0.90000,0.93878
RET7_LYPA1,0.95074,0.13131,0.98077,0.71930,0.97619,0.76119,0.17172,0.96154,0.77193,0.95652,0.79365,0.52525,0.88462,0.94737,0.90000,0.93878
MIME_GNA1,0.95065,0.10101,0.98182,0.57143,0.96970,0.69231,0.18182,0.94545,0.76786,0.93478,0.80000,0.32323,0.92727,0.83929,0.92157,0.85000
GNA1_MIME,0.95065,0.10101,0.98182,0.57143,0.96970,0.69231,0.18182,0.94545,0.76786,0.93478,0.80000,0.32323,0.92727,0.83929,0.92157,0.85000
HMCS1_E41L3,0.95057,0.0404,0.98214,0.32143,0.94737,0.59140,0.22222,0.94643,0.78571,0.93617,0.81538,0.59596,0.87500,0.96429,0.88525,0.96078
E41L3_HMCS1,0.95057,0.0404,0.98214,0.32143,0.94737,0.59140,0.22222,0.94643,0.78571,0.93617,0.81538,0.59596,0.87500,0.96429,0.88525,0.96078
PGFRB_NECT4,0.95043,0.13131,0.98039,0.62264,0.97059,0.71429,0.17172,0.96078,0.69811,0.94872,0.75385,0.63636,0.82353,0.92453,0.84483,0.91304
NECT4_PGFRB,0.95043,0.13131,0.98039,0.62264,0.97059,0.71429,0.17172,0.96078,0.69811,0.94872,0.75385,0.63636,0.82353,0.92453,0.84483,0.91304
NDKB_RET7,0.9504,0.13131,0.98077,0.70175,0.97561,0.75000,0.18182,0.96154,0.78947,0.95745,0.80645,0.53535,0.88462,0.94737,0.90000,0.93878
RET7_NDKB,0.9504,0.13131,0.98077,0.70175,0.97561,0.75000,0.18182,0.96154,0.78947,0.95745,0.80645,0.53535,0.88462,0.94737,0.90000,0.93878
AL1A2_A4,0.95039,0.26263,0.98276,0.80702,0.97872,0.83824,0.26263,0.98276,0.80702,0.97872,0.83824,0.26263,0.98276,0.80702,0.97872,0.83824
A4_AL1A2,0.95039,0.26263,0.98276,0.80702,0.97872,0.83824,0.26263,0.98276,0.80702,0.97872,0.83824,0.26263,0.98276,0.80702,0.97872,0.83824
EGFR_NECT4,0.95038,0.13131,0.98113,0.62963,0.97143,0.72222,0.17172,0.96226,0.75926,0.95349,0.79688,0.73737,0.81132,0.98148,0.84127,0.97727
NECT4_EGFR,0.95038,0.13131,0.98113,0.62963,0.97143,0.72222,0.17172,0.96226,0.75926,0.95349,0.79688,0.73737,0.81132,0.98148,0.84127,0.97727
UBE2K_EPDR1,0.95026,0.10101,0.98214,0.46429,0.96296,0.64706,0.21212,0.94643,0.80357,0.93750,0.82812,0.47475,0.87500,0.91071,0.87931,0.90741
EPDR1_UBE2K,0.95026,0.10101,0.98214,0.46429,0.96296,0.64706,0.21212,0.94643,0.80357,0.93750,0.82812,0.47475,0.87500,0.91071,0.87931,0.90741
PGS2_DCTP1,0.95009,0.13131,0.96552,0.68421,0.95122,0.75676,0.15152,0.94828,0.73684,0.93333,0.78571,0.50505,0.89655,0.96491,0.90164,0.96296
DCTP1_PGS2,0.95009,0.13131,0.96552,0.68421,0.95122,0.75676,0.15152,0.94828,0.73684,0.93333,0.78571,0.50505,0.89655,0.96491,0.90164,0.96296
PGFRB_UBE2H,0.95008,0.06061,0.98182,0.34545,0.95000,0.60000,0.10101,0.94545,0.58182,0.91429,0.69333,0.25253,0.92727,0.90909,0.92593,0.91071
UBE2H_PGFRB,0.95008,0.06061,0.98182,0.34545,0.95000,0.60000,0.10101,0.94545,0.58182,0.91429,0.69333,0.25253,0.92727,0.90909,0.92593,0.91071
LDHA_RET7,0.95007,0.20202,0.98077,0.80702,0.97872,0.82258,0.20202,0.98077,0.80702,0.97872,0.82258,0.20202,0.98077,0.80702,0.97872,0.82258
RET7_LDHA,0.95007,0.20202,0.98077,0.80702,0.97872,0.82258,0.20202,0.98077,0.80702,0.97872,0.82258,0.20202,0.98077,0.80702,0.97872,0.82258
AL1L1_NECT4,0.95,0.09091,0.98000,0.53704,0.96667,0.66216,0.17172,0.96000,0.70370,0.95000,0.75000,0.32323,0.92000,0.87037,0.92157,0.86792
NECT4_AL1L1,0.95,0.09091,0.98000,0.53704,0.96667,0.66216,0.17172,0.96000,0.70370,0.95000,0.75000,0.32323,0.92000,0.87037,0.92157,0.86792
G6PI_KANK2,0.94994,0.08081,0.98214,0.53571,0.96774,0.67901,0.17172,0.94643,0.71429,0.93023,0.76812,0.47475,0.89286,0.91071,0.89474,0.90909
KANK2_G6PI,0.94994,0.08081,0.98214,0.53571,0.96774,0.67901,0.17172,0.94643,0.71429,0.93023,0.76812,0.47475,0.89286,0.91071,0.89474,0.90909
HBD_ESRP1,0.94993,0.0303,0.98148,0.25926,0.93333,0.56989,0.31313,0.96296,0.81481,0.95652,0.83871,0.52525,0.85185,0.96296,0.86667,0.95833
ESRP1_HBD,0.94993,0.0303,0.98148,0.25926,0.93333,0.56989,0.31313,0.96296,0.81481,0.95652,0.83871,0.52525,0.85185,0.96296,0.86667,0.95833
EGFR_DHYS,0.94982,0.05051,0.98182,0.28000,0.93333,0.60000,0.14141,0.94545,0.64000,0.91429,0.74286,0.46465,0.89091,0.94000,0.88679,0.94231
DHYS_EGFR,0.94982,0.05051,0.98182,0.28000,0.93333,0.60000,0.14141,0.94545,0.64000,0.91429,0.74286,0.46465,0.89091,0.94000,0.88679,0.94231
G6PI_CDN2C,0.9498,0.0303,0.98113,0.25000,0.93333,0.55319,0.12121,0.96226,0.67857,0.95000,0.73913,0.37374,0.90566,0.91071,0.91071,0.90566
CDN2C_G6PI,0.9498,0.0303,0.98113,0.25000,0.93333,0.55319,0.12121,0.96226,0.67857,0.95000,0.73913,0.37374,0.90566,0.91071,0.91071,0.90566
PTPRF_RET7,0.94973,0.17172,0.98077,0.75439,0.97727,0.78462,0.27273,0.96154,0.87719,0.96154,0.87719,0.27273,0.96154,0.87719,0.96154,0.87719
RET7_PTPRF,0.94973,0.17172,0.98077,0.75439,0.97727,0.78462,0.27273,0.96154,0.87719,0.96154,0.87719,0.27273,0.96154,0.87719,0.96154,0.87719
NRDC_EGFR,0.94956,0.05051,0.98214,0.35088,0.95238,0.59783,0.26263,0.94643,0.82456,0.94000,0.84127,0.47475,0.85714,0.94737,0.87097,0.94118
EGFR_NRDC,0.94956,0.05051,0.98214,0.35088,0.95238,0.59783,0.26263,0.94643,0.82456,0.94000,0.84127,0.47475,0.85714,0.94737,0.87097,0.94118
PTPRF_MXRA7,0.94945,0.34343,0.96610,0.85965,0.96078,0.87692,0.34343,0.96610,0.85965,0.96078,0.87692,0.34343,0.96610,0.85965,0.96078,0.87692
SYTC_EHD2,0.94945,0.14141,0.96610,0.68421,0.95122,0.76000,0.14141,0.96610,0.68421,0.95122,0.76000,0.73737,0.86441,0.98246,0.87500,0.98077
MXRA7_PTPRF,0.94945,0.34343,0.96610,0.85965,0.96078,0.87692,0.34343,0.96610,0.85965,0.96078,0.87692,0.34343,0.96610,0.85965,0.96078,0.87692
EHD2_SYTC,0.94945,0.14141,0.96610,0.68421,0.95122,0.76000,0.14141,0.96610,0.68421,0.95122,0.76000,0.73737,0.86441,0.98246,0.87500,0.98077
RET7_DPP3,0.94939,0.22222,0.98077,0.82456,0.97917,0.83607,0.27273,0.96154,0.84211,0.96000,0.84746,0.22222,0.98077,0.82456,0.97917,0.83607
DPP3_RET7,0.94939,0.22222,0.98077,0.82456,0.97917,0.83607,0.27273,0.96154,0.84211,0.96000,0.84746,0.22222,0.98077,0.82456,0.97917,0.83607
IMPA2_CNRP1,0.9492,0.12121,0.96552,0.57143,0.94118,0.70000,0.16162,0.94828,0.69643,0.92857,0.76389,0.45455,0.86207,0.89286,0.86207,0.89286
CNRP1_IMPA2,0.9492,0.12121,0.96552,0.57143,0.94118,0.70000,0.16162,0.94828,0.69643,0.92857,0.76389,0.45455,0.86207,0.89286,0.86207,0.89286
A4_MIME,0.94915,0.11111,0.96610,0.61404,0.94595,0.72152,0.27273,0.94915,0.77193,0.93617,0.81159,0.49495,0.86441,0.89474,0.86441,0.89474
MIME_A4,0.94915,0.11111,0.96610,0.61404,0.94595,0.72152,0.27273,0.94915,0.77193,0.93617,0.81159,0.49495,0.86441,0.89474,0.86441,0.89474
EGFR_AVL9,0.94909,0.05051,0.98182,0.30909,0.94444,0.58696,0.18182,0.94545,0.76364,0.93333,0.80000,0.68687,0.85455,1.00000,0.87302,1.00000
MIME_HOOK1,0.94909,0.07071,0.98182,0.47273,0.96296,0.65060,0.23232,0.94545,0.80000,0.93617,0.82540,0.43434,0.89091,0.87273,0.88889,0.87500
AVL9_EGFR,0.94909,0.05051,0.98182,0.30909,0.94444,0.58696,0.18182,0.94545,0.76364,0.93333,0.80000,0.68687,0.85455,1.00000,0.87302,1.00000
NECT4_EPDR1,0.94909,0.13131,0.98113,0.62264,0.97059,0.72222,0.20202,0.96226,0.73585,0.95122,0.78462,0.39394,0.92453,0.88679,0.92157,0.89091
HOOK1_MIME,0.94909,0.07071,0.98182,0.47273,0.96296,0.65060,0.23232,0.94545,0.80000,0.93617,0.82540,0.43434,0.89091,0.87273,0.88889,0.87500
EPDR1_NECT4,0.94909,0.13131,0.98113,0.62264,0.97059,0.72222,0.20202,0.96226,0.73585,0.95122,0.78462,0.39394,0.92453,0.88679,0.92157,0.89091
UBE2K_RET7,0.94906,0.13131,0.98077,0.71930,0.97619,0.76119,0.17172,0.96154,0.77193,0.95652,0.79365,0.42424,0.90385,0.89474,0.91071,0.88679
RET7_UBE2K,0.94906,0.13131,0.98077,0.71930,0.97619,0.76119,0.17172,0.96154,0.77193,0.95652,0.79365,0.42424,0.90385,0.89474,0.91071,0.88679
G6PI_EPDR1,0.94898,0.14141,1.00000,0.62500,1.00000,0.72727,0.26263,0.94643,0.75000,0.93333,0.79104,0.48485,0.87500,0.94643,0.88333,0.94231
GFPT1_FHL1,0.94898,0.5,0.00000,0.00000,0.00000,0.00000,0.25253,0.94643,0.85714,0.94118,0.86885,0.48485,0.91071,0.96429,0.91525,0.96226
FHL1_GFPT1,0.94898,0.5,0.00000,0.00000,0.00000,0.00000,0.25253,0.94643,0.85714,0.94118,0.86885,0.48485,0.91071,0.96429,0.91525,0.96226
EPDR1_G6PI,0.94898,0.14141,1.00000,0.62500,1.00000,0.72727,0.26263,0.94643,0.75000,0.93333,0.79104,0.48485,0.87500,0.94643,0.88333,0.94231
LYPA1_KAP3,0.94889,0.11111,0.98113,0.50909,0.96552,0.65823,0.11111,0.98113,0.50909,0.96552,0.65823,0.57576,0.84906,0.96364,0.86885,0.95745
KAP3_LYPA1,0.94889,0.11111,0.98113,0.50909,0.96552,0.65823,0.11111,0.98113,0.50909,0.96552,0.65823,0.57576,0.84906,0.96364,0.86885,0.95745
PGRC1_NDKB,0.94886,0.17172,0.96610,0.73684,0.95455,0.79167,0.17172,0.96610,0.73684,0.95455,0.79167,0.56566,0.88136,0.91228,0.88136,0.91228
NDKB_PGRC1,0.94886,0.17172,0.96610,0.73684,0.95455,0.79167,0.17172,0.96610,0.73684,0.95455,0.79167,0.56566,0.88136,0.91228,0.88136,0.91228
NRDC_RECK,0.94872,0.10101,0.98077,0.57895,0.97059,0.68000,0.10101,0.98077,0.57895,0.97059,0.68000,0.48485,0.86538,0.96491,0.88710,0.95745
RECK_NRDC,0.94872,0.10101,0.98077,0.57895,0.97059,0.68000,0.10101,0.98077,0.57895,0.97059,0.68000,0.48485,0.86538,0.96491,0.88710,0.95745
ENOA_RET7,0.94872,0.21212,0.98077,0.78947,0.97826,0.80952,0.24242,0.96154,0.82456,0.95918,0.83333,0.29293,0.94231,0.85965,0.94231,0.85965
RET7_ENOA,0.94872,0.21212,0.98077,0.78947,0.97826,0.80952,0.24242,0.96154,0.82456,0.95918,0.83333,0.29293,0.94231,0.85965,0.94231,0.85965
HMGB3_FHL1,0.9487,0.0404,0.98182,0.32143,0.94737,0.58696,0.16162,0.94545,0.69643,0.92857,0.75362,0.44444,0.89091,0.96429,0.90000,0.96078
FHL1_HMGB3,0.9487,0.0404,0.98182,0.32143,0.94737,0.58696,0.16162,0.94545,0.69643,0.92857,0.75362,0.44444,0.89091,0.96429,0.90000,0.96078
LDHA_EHD2,0.94856,0.13131,0.98305,0.64912,0.97368,0.74359,0.15152,0.94915,0.70175,0.93023,0.76712,0.56566,0.86441,0.96491,0.87302,0.96226
ENOA_MXRA7,0.94856,0.26263,0.96610,0.84211,0.96000,0.86364,0.27273,0.94915,0.85965,0.94231,0.87500,0.27273,0.94915,0.85965,0.94231,0.87500
MXRA7_ENOA,0.94856,0.26263,0.96610,0.84211,0.96000,0.86364,0.27273,0.94915,0.85965,0.94231,0.87500,0.27273,0.94915,0.85965,0.94231,0.87500
EHD2_LDHA,0.94856,0.13131,0.98305,0.64912,0.97368,0.74359,0.15152,0.94915,0.70175,0.93023,0.76712,0.56566,0.86441,0.96491,0.87302,0.96226
IMPA2_RET7,0.94853,0.08081,0.98039,0.57143,0.96970,0.67568,0.15152,0.96078,0.80357,0.95745,0.81667,0.61616,0.82353,0.94643,0.85484,0.93333
RET7_IMPA2,0.94853,0.08081,0.98039,0.57143,0.96970,0.67568,0.15152,0.96078,0.80357,0.95745,0.81667,0.61616,0.82353,0.94643,0.85484,0.93333
MIME_IDI1,0.94833,0.08081,0.98246,0.49091,0.96429,0.66667,0.16162,0.94737,0.65455,0.92308,0.73973,0.42424,0.91228,0.87273,0.90566,0.88136
IDI1_MIME,0.94833,0.08081,0.98246,0.49091,0.96429,0.66667,0.16162,0.94737,0.65455,0.92308,0.73973,0.42424,0.91228,0.87273,0.90566,0.88136
HMGB3_EHD2,0.94828,0.08081,0.96552,0.49123,0.93333,0.65882,0.11111,0.94828,0.56140,0.91429,0.68750,0.59596,0.86207,0.98246,0.87500,0.98039
EHD2_HMGB3,0.94828,0.08081,0.96552,0.49123,0.93333,0.65882,0.11111,0.94828,0.56140,0.91429,0.68750,0.59596,0.86207,0.98246,0.87500,0.98039
GGCT_EHD2,0.94826,0.10101,0.96610,0.50877,0.93548,0.67059,0.18182,0.94915,0.71930,0.93182,0.77778,0.68687,0.86441,0.98246,0.87500,0.98077
EHD2_GGCT,0.94826,0.10101,0.96610,0.50877,0.93548,0.67059,0.18182,0.94915,0.71930,0.93182,0.77778,0.68687,0.86441,0.98246,0.87500,0.98077
PGFRB_IDE,0.94805,0.06061,0.98214,0.29091,0.94118,0.58511,0.14141,0.94643,0.70909,0.92857,0.76812,0.44444,0.89286,0.94545,0.89655,0.94340
IDE_PGFRB,0.94805,0.06061,0.98214,0.29091,0.94118,0.58511,0.14141,0.94643,0.70909,0.92857,0.76812,0.44444,0.89286,0.94545,0.89655,0.94340
G6PI_MXRA7,0.94767,0.27273,0.96610,0.85965,0.96078,0.87692,0.27273,0.96610,0.85965,0.96078,0.87692,0.27273,0.96610,0.85965,0.96078,0.87692
MXRA7_G6PI,0.94767,0.27273,0.96610,0.85965,0.96078,0.87692,0.27273,0.96610,0.85965,0.96078,0.87692,0.27273,0.96610,0.85965,0.96078,0.87692
HBAT_ESRP1,0.94753,0.0404,0.98148,0.37037,0.95238,0.60920,0.29293,0.96296,0.77778,0.95455,0.81250,0.52525,0.85185,0.92593,0.86207,0.92000
ESRP1_HBAT,0.94753,0.0404,0.98148,0.37037,0.95238,0.60920,0.29293,0.96296,0.77778,0.95455,0.81250,0.52525,0.85185,0.92593,0.86207,0.92000
SYTC_FHL1,0.94739,0.5,0.00000,0.00000,0.00000,0.00000,0.28283,0.94643,0.83929,0.94000,0.85484,0.47475,0.89286,0.96429,0.90000,0.96154
CA2D1_MD2L1,0.94739,0.05051,0.98214,0.33929,0.95000,0.59783,0.21212,0.94643,0.75000,0.93333,0.79104,0.46465,0.89286,0.92857,0.89655,0.92593
MD2L1_CA2D1,0.94739,0.05051,0.98214,0.33929,0.95000,0.59783,0.21212,0.94643,0.75000,0.93333,0.79104,0.46465,0.89286,0.92857,0.89655,0.92593
FHL1_SYTC,0.94739,0.5,0.00000,0.00000,0.00000,0.00000,0.28283,0.94643,0.83929,0.94000,0.85484,0.47475,0.89286,0.96429,0.90000,0.96154
AL1A1_DCTP1,0.94737,0.08081,0.96552,0.45614,0.92857,0.64368,0.27273,0.94828,0.92982,0.94643,0.93220,0.39394,0.93103,0.96491,0.93220,0.96429
GFPT1_CNRP1,0.94737,0.10101,0.96610,0.52632,0.93750,0.67857,0.18182,0.94915,0.73684,0.93333,0.78873,0.59596,0.86441,1.00000,0.87692,1.00000
CNRP1_GFPT1,0.94737,0.10101,0.96610,0.52632,0.93750,0.67857,0.18182,0.94915,0.73684,0.93333,0.78873,0.59596,0.86441,1.00000,0.87692,1.00000
DCTP1_AL1A1,0.94737,0.08081,0.96552,0.45614,0.92857,0.64368,0.27273,0.94828,0.92982,0.94643,0.93220,0.39394,0.93103,0.96491,0.93220,0.96429
PGRC1_UBE2K,0.94677,0.15152,0.96610,0.68421,0.95122,0.76000,0.16162,0.94915,0.71930,0.93182,0.77778,0.69697,0.86441,0.92982,0.86885,0.92727
PGRC1_DPP3,0.94677,0.26263,0.96610,0.80702,0.95833,0.83824,0.26263,0.96610,0.80702,0.95833,0.83824,0.26263,0.96610,0.80702,0.95833,0.83824
GFPT1_EHD2,0.94677,0.10101,0.96610,0.57895,0.94286,0.70370,0.14141,0.94915,0.64912,0.92500,0.73684,0.51515,0.88136,0.96491,0.88710,0.96296
UBE2K_PGRC1,0.94677,0.15152,0.96610,0.68421,0.95122,0.76000,0.16162,0.94915,0.71930,0.93182,0.77778,0.69697,0.86441,0.92982,0.86885,0.92727
DPP3_PGRC1,0.94677,0.26263,0.96610,0.80702,0.95833,0.83824,0.26263,0.96610,0.80702,0.95833,0.83824,0.26263,0.96610,0.80702,0.95833,0.83824
EHD2_GFPT1,0.94677,0.10101,0.96610,0.57895,0.94286,0.70370,0.14141,0.94915,0.64912,0.92500,0.73684,0.51515,0.88136,0.96491,0.88710,0.96296
KANK2_DCTP1,0.94675,0.0404,0.98214,0.21429,0.92308,0.55556,0.11111,0.96429,0.58929,0.94286,0.70130,0.69697,0.83929,1.00000,0.86154,1.00000
DCTP1_KANK2,0.94675,0.0404,0.98214,0.21429,0.92308,0.55556,0.11111,0.96429,0.58929,0.94286,0.70130,0.69697,0.83929,1.00000,0.86154,1.00000
PRIO_GARS,0.94673,0.08081,0.98182,0.42105,0.96000,0.62069,0.26263,0.94545,0.71930,0.93182,0.76471,0.44444,0.85455,0.98246,0.87500,0.97917
GARS_PRIO,0.94673,0.08081,0.98182,0.42105,0.96000,0.62069,0.26263,0.94545,0.71930,0.93182,0.76471,0.44444,0.85455,0.98246,0.87500,0.97917
MIME_NECT4,0.9465,0.07071,0.98148,0.42593,0.95833,0.63095,0.14141,0.96296,0.62963,0.94444,0.72222,0.46465,0.88889,0.90741,0.89091,0.90566
NECT4_MIME,0.9465,0.07071,0.98148,0.42593,0.95833,0.63095,0.14141,0.96296,0.62963,0.94444,0.72222,0.46465,0.88889,0.90741,0.89091,0.90566
EGFR_FAS,0.94645,0.0404,0.98246,0.19298,0.91667,0.54902,0.18182,0.94737,0.73684,0.93333,0.78261,0.45455,0.89474,0.94737,0.90000,0.94444
EGFR_DPP3,0.94645,0.05051,0.98246,0.35088,0.95238,0.60215,0.10101,0.94737,0.57895,0.91667,0.69231,0.51515,0.89474,0.91228,0.89655,0.91071
FAS_EGFR,0.94645,0.0404,0.98246,0.19298,0.91667,0.54902,0.18182,0.94737,0.73684,0.93333,0.78261,0.45455,0.89474,0.94737,0.90000,0.94444
DPP3_EGFR,0.94645,0.05051,0.98246,0.35088,0.95238,0.60215,0.10101,0.94737,0.57895,0.91667,0.69231,0.51515,0.89474,0.91228,0.89655,0.91071
GARS_FHL1,0.94643,0.5,0.00000,0.00000,0.00000,0.00000,0.31313,0.94643,0.87500,0.94231,0.88333,0.33333,0.92857,0.91071,0.92727,0.91228
FHL1_GARS,0.94643,0.5,0.00000,0.00000,0.00000,0.00000,0.31313,0.94643,0.87500,0.94231,0.88333,0.33333,0.92857,0.91071,0.92727,0.91228
SMC2_CAVN2,0.94642,0.06061,0.98113,0.46000,0.95833,0.65823,0.19192,0.96226,0.66000,0.94286,0.75000,0.55556,0.84906,0.96000,0.85714,0.95745
CAVN2_SMC2,0.94642,0.06061,0.98113,0.46000,0.95833,0.65823,0.19192,0.96226,0.66000,0.94286,0.75000,0.55556,0.84906,0.96000,0.85714,0.95745
